Date created,Offer SKU,Type,Quantity,Amount
13/11/2025 - 19:11:00,0005432500,Order amount,1,35.62
13/11/2025 - 19:12:25,0005481200,Order amount,1,19.99
13/11/2025 - 19:14:31,0004530400,Order amount,1,19.99
13/11/2025 - 19:14:37,0005292600,Order amount,1,31.49
13/11/2025 - 19:15:29,0005293200,Order amount,1,23.75
13/11/2025 - 19:16:07,0005917000,Order amount,2,38.00
13/11/2025 - 19:16:07,0005917300,Order amount,2,38.00
13/11/2025 - 19:18:40,0004933000,Order amount,1,26.60
13/11/2025 - 19:20:09,0005310300,Order amount,1,26.60
13/11/2025 - 19:20:36,0005432000,Order amount,1,29.99
13/11/2025 - 19:21:28,0004933800,Order amount,1,26.60
13/11/2025 - 19:22:24,0005310300,Order amount,1,27.99
13/11/2025 - 19:26:22,0005443300,Order amount,1,42.99
13/11/2025 - 19:30:17,0005293200,Order amount,1,23.75
13/11/2025 - 19:37:01,0005291900,Order amount,1,32.49
13/11/2025 - 19:37:03,0004931700,Order amount,1,47.50
13/11/2025 - 19:39:58,0005292600,Order amount,1,29.92
13/11/2025 - 19:39:58,0005823800,Order amount,1,14.25
13/11/2025 - 19:41:18,0005916400,Order amount,1,19.99
13/11/2025 - 19:41:41,0005436900,Order amount,1,36.10
13/11/2025 - 19:41:52,0005308800,Order amount,1,30.87
13/11/2025 - 19:41:52,0005308700,Order amount,1,30.87
13/11/2025 - 19:43:43,0004832000,Order amount,1,34.99
13/11/2025 - 19:43:54,0005291900,Order amount,1,32.49
13/11/2025 - 19:45:17,0005347000,Order amount,1,49.99
13/11/2025 - 19:49:07,0004415200,Order amount,1,35.63
13/11/2025 - 19:49:22,0005825600,Order amount,1,19.00
13/11/2025 - 19:53:46,0005432000,Order amount,1,29.99
13/11/2025 - 20:00:46,0004933500,Order amount,1,26.60
13/11/2025 - 20:02:23,0005435300,Order amount,1,34.99
13/11/2025 - 20:05:58,0005916400,Order amount,1,19.00
13/11/2025 - 20:08:37,0005291800,Order amount,1,32.49
13/11/2025 - 20:08:37,0004933500,Order amount,1,27.99
13/11/2025 - 20:11:07,0005437300,Order amount,1,37.99
13/11/2025 - 20:15:06,0005269700,Order amount,1,44.99
13/11/2025 - 20:15:07,0005818200,Order amount,1,104.50
13/11/2025 - 20:16:31,0004934000,Order amount,1,34.99
13/11/2025 - 20:16:44,0005059208,Order amount,1,149.99
13/11/2025 - 20:16:58,0005291800,Order amount,1,32.49
13/11/2025 - 20:16:58,0004524700,Order amount,1,24.99
13/11/2025 - 20:19:39,0005435300,Order amount,1,33.25
13/11/2025 - 20:20:47,0005465400,Order amount,1,47.50
13/11/2025 - 20:22:08,0005449000,Order amount,1,23.49
13/11/2025 - 20:23:24,0005293000,Order amount,1,25.65
13/11/2025 - 20:24:32,0005450600,Order amount,1,19.99
13/11/2025 - 20:26:16,0005347000,Order amount,1,47.50
13/11/2025 - 20:27:19,0004933000,Order amount,1,27.99
13/11/2025 - 20:27:45,0004053609,Order amount,1,95.00
13/11/2025 - 20:28:15,0002080403,Order amount,1,133.00
13/11/2025 - 20:28:34,0005291800,Order amount,1,30.87
13/11/2025 - 20:28:58,0005433000,Order amount,1,37.99
13/11/2025 - 20:31:49,0005435900,Order amount,1,29.99
13/11/2025 - 20:31:49,0005436100,Order amount,1,29.99
13/11/2025 - 20:38:30,0005825500,Order amount,1,19.00
13/11/2025 - 20:38:30,0005915700,Order amount,1,19.00
13/11/2025 - 20:38:52,0005442700,Order amount,1,32.99
13/11/2025 - 20:38:59,0005377303,Order amount,1,159.99
13/11/2025 - 20:40:45,0005293100,Order amount,1,25.65
13/11/2025 - 20:42:41,0005435900,Order amount,1,27.00
13/11/2025 - 20:43:11,0005449400,Order amount,1,23.49
13/11/2025 - 20:44:33,0005917500,Order amount,1,19.00
13/11/2025 - 20:46:59,0004933000,Order amount,1,26.60
13/11/2025 - 20:47:09,0005292000,Order amount,1,32.49
13/11/2025 - 20:47:45,0005194904,Order amount,1,95.00
13/11/2025 - 20:50:18,0005270000,Order amount,1,39.99
13/11/2025 - 20:51:40,0005823600,Order amount,1,14.99
13/11/2025 - 20:52:18,0004933300,Order amount,1,27.99
13/11/2025 - 20:52:58,0004530400,Order amount,1,19.00
13/11/2025 - 20:54:23,0005432500,Order amount,1,35.62
13/11/2025 - 20:55:50,0005816000,Order amount,1,82.49
13/11/2025 - 20:56:11,0005917300,Order amount,1,19.00
13/11/2025 - 20:57:09,0005194901,Order amount,1,99.99
13/11/2025 - 20:58:06,0005479804,Order amount,1,104.50
13/11/2025 - 20:58:31,0004721903,Order amount,1,89.99
13/11/2025 - 20:59:56,0005292400,Order amount,1,31.49
13/11/2025 - 21:01:02,0005310300,Order amount,1,26.60
13/11/2025 - 21:02:35,0005435900,Order amount,1,28.50
13/11/2025 - 21:04:35,0005917100,Order amount,1,19.00
13/11/2025 - 21:09:32,0003177800,Order amount,1,56.99
13/11/2025 - 21:09:42,0005351000,Order amount,1,28.50
13/11/2025 - 21:10:11,0004673700,Order amount,1,21.37
13/11/2025 - 21:10:11,0005293400,Order amount,1,25.65
13/11/2025 - 21:10:14,0005310400,Order amount,1,29.99
13/11/2025 - 21:18:12,0005432500,Order amount,1,37.49
13/11/2025 - 21:18:35,0005432500,Order amount,1,35.62
13/11/2025 - 21:19:18,0004622904,Order amount,1,95.00
13/11/2025 - 21:19:18,0005246604,Order amount,1,161.50
13/11/2025 - 21:19:18,0005917904,Order amount,1,190.00
13/11/2025 - 21:19:33,0004530400,Order amount,1,19.00
13/11/2025 - 21:21:16,0004929400,Order amount,1,47.50
13/11/2025 - 21:23:28,0005915600,Order amount,1,19.99
13/11/2025 - 21:25:33,0004929200,Order amount,1,57.49
13/11/2025 - 21:26:59,0005293000,Order amount,1,25.65
13/11/2025 - 21:27:38,0005194903,Order amount,1,99.99
13/11/2025 - 21:28:34,0004496807,Order amount,1,38.00
13/11/2025 - 21:28:43,0005432500,Order amount,1,37.49
13/11/2025 - 21:28:44,0005293100,Order amount,1,26.99
13/11/2025 - 21:31:59,0000074900,Order amount,1,70.99
13/11/2025 - 21:32:29,0005293000,Order amount,1,26.99
13/11/2025 - 21:33:10,0005291900,Order amount,1,29.25
13/11/2025 - 21:33:19,0005291800,Order amount,2,61.74
13/11/2025 - 21:34:28,0005350800,Order amount,1,24.99
13/11/2025 - 21:34:55,0005442800,Order amount,1,31.35
13/11/2025 - 21:36:32,0005916400,Order amount,1,19.00
13/11/2025 - 21:36:43,0005291800,Order amount,1,30.87
13/11/2025 - 21:36:43,0005432000,Order amount,1,28.50
13/11/2025 - 21:36:48,0005347000,Order amount,1,47.50
13/11/2025 - 21:37:40,0005449000,Order amount,1,22.32
13/11/2025 - 21:37:57,0004862507,Order amount,1,142.50
13/11/2025 - 21:40:41,0005288800,Order amount,1,13.30
13/11/2025 - 21:40:51,0004149600,Order amount,1,49.99
13/11/2025 - 21:45:17,0002518702,Order amount,1,119.99
13/11/2025 - 21:46:34,0005823800,Order amount,1,14.25
13/11/2025 - 21:46:34,0005346900,Order amount,1,47.50
13/11/2025 - 21:48:21,0005293100,Order amount,1,26.99
13/11/2025 - 21:50:26,0004929300,Order amount,1,49.99
13/11/2025 - 21:53:04,0004507200,Order amount,1,34.99
13/11/2025 - 21:54:47,0005403400,Order amount,1,34.99
13/11/2025 - 21:54:47,0005435900,Order amount,1,29.99
13/11/2025 - 21:56:13,0005432500,Order amount,1,35.62
13/11/2025 - 22:00:04,0005527704,Order amount,1,179.55
13/11/2025 - 22:01:41,0005432500,Order amount,1,35.62
13/11/2025 - 22:02:48,0005916300,Order amount,1,19.00
13/11/2025 - 22:06:56,0005433100,Order amount,1,36.10
13/11/2025 - 22:07:50,0004507400,Order amount,1,34.99
13/11/2025 - 22:08:46,0005192505,Order amount,1,80.75
13/11/2025 - 22:08:54,0005479805,Order amount,1,104.50
13/11/2025 - 22:09:05,0005270200,Order amount,1,39.99
13/11/2025 - 22:09:05,0005825600,Order amount,1,19.99
13/11/2025 - 22:12:19,0005292700,Order amount,1,26.99
13/11/2025 - 22:13:01,0005291800,Order amount,1,30.87
13/11/2025 - 22:14:08,0005403400,Order amount,1,34.99
13/11/2025 - 22:15:15,0000074200,Order amount,1,33.25
13/11/2025 - 22:18:12,0005435300,Order amount,1,33.25
13/11/2025 - 22:18:32,0005436900,Order amount,1,36.10
13/11/2025 - 22:18:57,0005432500,Order amount,1,35.62
13/11/2025 - 22:20:54,0005895505,Order amount,1,149.99
13/11/2025 - 22:22:21,0004880901,Order amount,1,78.38
13/11/2025 - 22:24:29,0005435300,Order amount,1,33.25
13/11/2025 - 22:25:52,0005436600,Order amount,1,33.49
13/11/2025 - 22:26:16,0005451402,Order amount,1,114.99
13/11/2025 - 22:39:49,0005068100,Order amount,1,39.99
13/11/2025 - 22:43:06,0005430600,Order amount,1,28.50
13/11/2025 - 22:43:08,0005450600,Order amount,1,19.00
13/11/2025 - 22:43:10,0005384800,Order amount,1,29.99
13/11/2025 - 22:45:29,0005915200,Order amount,1,19.00
13/11/2025 - 22:47:03,0004929400,Order amount,1,47.50
13/11/2025 - 22:47:03,0005293100,Order amount,1,26.99
13/11/2025 - 22:47:03,0005293000,Order amount,1,26.99
13/11/2025 - 22:47:56,0005291800,Order amount,1,32.49
13/11/2025 - 22:52:55,0005293000,Order amount,1,26.99
13/11/2025 - 22:57:14,0005293000,Order amount,1,26.99
13/11/2025 - 22:58:10,0003417602,Order amount,1,141.79
13/11/2025 - 22:58:28,0004929400,Order amount,1,49.99
13/11/2025 - 23:08:07,0005825600,Order amount,1,19.00
13/11/2025 - 23:21:51,0005464900,Order amount,1,49.99
13/11/2025 - 23:22:53,0005825600,Order amount,1,19.00
13/11/2025 - 23:22:53,0004928900,Order amount,1,54.62
13/11/2025 - 23:27:56,0004934100,Order amount,1,33.25
13/11/2025 - 23:28:12,0005436000,Order amount,1,28.50
13/11/2025 - 23:28:12,0004148400,Order amount,1,33.25
13/11/2025 - 23:45:58,0005051300,Order amount,1,23.75
13/11/2025 - 23:52:01,0004507200,Order amount,1,33.25
13/11/2025 - 23:56:17,0005435400,Order amount,1,34.99
14/11/2025 - 00:00:16,0005350800,Order amount,1,23.75
14/11/2025 - 00:07:16,0004984904,Order amount,1,178.99
14/11/2025 - 00:18:53,0005435500,Order amount,1,33.25
14/11/2025 - 00:19:41,0005919400,Order amount,1,99.75
14/11/2025 - 00:37:20,0005055700,Order amount,1,89.99
14/11/2025 - 00:57:46,0005383800,Order amount,1,27.00
14/11/2025 - 00:58:06,0005435400,Order amount,1,34.99
14/11/2025 - 01:09:56,0005291900,Order amount,1,32.49
14/11/2025 - 05:39:54,0000072500,Order amount,1,34.99
14/11/2025 - 05:59:10,0005460704,Order amount,1,139.99
14/11/2025 - 06:20:36,0005291800,Order amount,1,29.25
14/11/2025 - 06:23:04,0005450100,Order amount,1,17.99
14/11/2025 - 06:28:56,0004467507,Order amount,1,59.99
14/11/2025 - 06:56:06,0005916400,Order amount,1,19.99
14/11/2025 - 06:57:35,0005293200,Order amount,1,22.50
14/11/2025 - 06:58:09,0001902800,Order amount,1,34.99
14/11/2025 - 07:05:14,0004929300,Order amount,1,49.99
14/11/2025 - 07:09:57,0005510300,Order amount,1,34.99
14/11/2025 - 07:10:14,0004832000,Order amount,1,34.99
14/11/2025 - 07:11:57,0001023300,Order amount,1,23.99
14/11/2025 - 07:12:46,0001023300,Order amount,1,23.99
14/11/2025 - 07:13:53,0005293200,Order amount,1,24.99
14/11/2025 - 07:15:57,0005463102,Order amount,1,139.99
14/11/2025 - 07:27:41,0005384800,Order amount,1,29.99
14/11/2025 - 07:28:00,0004053606,Order amount,1,99.99
14/11/2025 - 07:32:49,0005270200,Order amount,1,39.99
14/11/2025 - 07:33:41,0002019800,Order amount,1,127.50
14/11/2025 - 07:34:11,0001323500,Order amount,1,59.99
14/11/2025 - 07:38:19,0005432800,Order amount,1,37.49
14/11/2025 - 08:12:22,0005432700,Order amount,1,37.49
14/11/2025 - 08:13:07,0005309900,Order amount,1,39.99
14/11/2025 - 08:26:52,0005310300,Order amount,1,27.99
14/11/2025 - 08:26:52,0004933300,Order amount,1,27.99
14/11/2025 - 08:27:48,0005465200,Order amount,1,49.99
14/11/2025 - 08:28:38,0005270200,Order amount,1,39.99
14/11/2025 - 08:31:50,0005291800,Order amount,1,32.49
14/11/2025 - 08:32:12,0005825600,Order amount,1,19.99
14/11/2025 - 08:32:49,0005432500,Order amount,1,37.49
14/11/2025 - 08:33:05,0005917400,Order amount,1,19.99
14/11/2025 - 08:33:05,0005917000,Order amount,1,19.99
14/11/2025 - 08:34:53,0005432500,Order amount,1,37.49
14/11/2025 - 08:38:25,0005917200,Order amount,1,19.99
14/11/2025 - 08:44:59,0005443300,Order amount,1,42.99
14/11/2025 - 08:45:08,0005301806,Order amount,1,139.99
14/11/2025 - 08:50:50,0005292400,Order amount,1,31.49
14/11/2025 - 08:55:21,0005917000,Order amount,1,19.99
14/11/2025 - 08:56:07,0005293000,Order amount,1,26.99
14/11/2025 - 09:00:08,0005435300,Order amount,1,34.99
14/11/2025 - 09:00:31,0005916900,Order amount,1,19.99
14/11/2025 - 09:12:47,0005293200,Order amount,1,24.99
14/11/2025 - 09:13:15,0005293200,Order amount,1,24.99
14/11/2025 - 09:17:02,0005310300,Order amount,1,27.99
14/11/2025 - 09:17:02,0005449000,Order amount,1,23.49
14/11/2025 - 09:25:18,0005389004,Order amount,1,144.99
14/11/2025 - 09:32:39,0005291800,Order amount,1,32.49
14/11/2025 - 09:36:01,0005412105,Order amount,1,139.99
14/11/2025 - 09:38:38,0005505305,Order amount,1,149.99
14/11/2025 - 09:39:21,0005291800,Order amount,1,32.49
14/11/2025 - 09:45:37,0005449800,Order amount,1,16.20
14/11/2025 - 09:47:09,0005270000,Order amount,1,39.99
14/11/2025 - 09:58:14,0005449000,Order amount,1,23.49
14/11/2025 - 09:59:18,0004882103,Order amount,1,149.25
14/11/2025 - 10:07:24,0003191103,Order amount,1,139.99
14/11/2025 - 10:09:20,0005435900,Order amount,1,29.99
14/11/2025 - 10:14:41,0005435900,Order amount,1,27.00
14/11/2025 - 10:19:06,0005449000,Order amount,1,23.49
14/11/2025 - 10:23:35,0005917500,Order amount,2,39.98
14/11/2025 - 10:30:16,0005349600,Order amount,1,39.99
14/11/2025 - 10:34:27,0004956901,Order amount,1,29.99
14/11/2025 - 10:35:49,0005442700,Order amount,1,32.99
14/11/2025 - 10:36:05,0004888104,Order amount refund,1,-103.49
14/11/2025 - 10:36:05,0004888105,Order amount refund,1,-103.49
14/11/2025 - 10:38:02,0005239704,Order amount refund,1,-179.20
14/11/2025 - 10:39:57,0005292100,Order amount,1,32.49
14/11/2025 - 10:42:37,0004958401,Order amount,1,29.99
14/11/2025 - 10:42:52,0005443300,Order amount,1,38.70
14/11/2025 - 10:43:51,0001366404,Order amount,1,149.99
14/11/2025 - 10:45:47,0005435400,Order amount,1,34.99
14/11/2025 - 10:50:25,0005310300,Order amount,1,27.99
14/11/2025 - 10:53:40,0005915800,Order amount,1,19.99
14/11/2025 - 11:01:52,0005291800,Order amount,1,32.49
14/11/2025 - 11:06:43,0005270200,Order amount refund,1,-39.99
14/11/2025 - 11:07:24,0005919700,Order amount,1,49.99
14/11/2025 - 11:07:24,0005348900,Order amount,1,49.99
14/11/2025 - 11:07:24,0001023300,Order amount,1,23.99
14/11/2025 - 11:07:40,0005293100,Order amount,1,26.99
14/11/2025 - 11:08:31,0005287100,Order amount,1,93.49
14/11/2025 - 11:10:28,0005309500,Order amount refund,1,-36.56
14/11/2025 - 11:10:42,0005292000,Order amount,1,29.25
14/11/2025 - 11:12:11,0005291800,Order amount refund,1,-32.49
14/11/2025 - 11:15:31,0000458701,Order amount,1,109.99
14/11/2025 - 11:15:57,0005449600,Order amount,1,17.99
14/11/2025 - 11:15:57,0005915200,Order amount,1,19.99
14/11/2025 - 11:16:40,0005362310,Order amount,1,47.99
14/11/2025 - 11:18:00,0005291800,Order amount,1,32.49
14/11/2025 - 11:18:25,0004202103,Order amount,1,149.25
14/11/2025 - 11:19:13,0005308500,Order amount refund,1,-53.62
14/11/2025 - 11:22:10,0005057800,Order amount refund,1,-26.99
14/11/2025 - 11:23:10,0005310300,Order amount,1,27.99
14/11/2025 - 11:24:46,0005434300,Order amount,1,29.99
14/11/2025 - 11:24:58,0005292000,Order amount refund,1,-32.49
14/11/2025 - 11:27:25,0005270200,Order amount,1,39.99
14/11/2025 - 11:29:35,0005437400,Order amount,1,54.99
14/11/2025 - 11:30:38,0005294700,Order amount refund,1,-78.99
14/11/2025 - 11:33:19,0005269800,Order amount refund,1,-44.99
14/11/2025 - 11:37:00,0003886004,Order amount,1,109.99
14/11/2025 - 11:37:33,0005294200,Order amount refund,1,-73.12
14/11/2025 - 11:38:30,0003417200,Order amount,1,102.15
14/11/2025 - 11:38:42,0005442700,Order amount,1,32.99
14/11/2025 - 11:41:18,0005270000,Order amount refund,1,-39.99
14/11/2025 - 11:45:35,0005442700,Order amount,1,32.99
14/11/2025 - 11:45:36,0003177800,Order amount refund,1,-56.79
14/11/2025 - 11:46:31,0005432700,Order amount,1,37.49
14/11/2025 - 11:46:40,0005270000,Order amount,1,36.00
14/11/2025 - 11:47:10,0005432500,Order amount,1,37.49
14/11/2025 - 11:47:10,0005432900,Order amount,1,37.49
14/11/2025 - 11:47:10,0005432700,Order amount,1,37.49
14/11/2025 - 11:47:44,0005266300,Order amount,1,23.99
14/11/2025 - 11:48:05,0005293100,Order amount refund,1,-26.99
14/11/2025 - 11:48:40,0005291800,Order amount,1,32.49
14/11/2025 - 11:49:31,0003888403,Order amount,1,109.99
14/11/2025 - 11:49:31,0003888402,Order amount,1,109.99
14/11/2025 - 11:50:04,0005292400,Order amount,1,31.49
14/11/2025 - 11:52:26,0005435400,Order amount,1,34.99
14/11/2025 - 11:52:34,0005295100,Order amount refund,1,-73.12
14/11/2025 - 11:53:11,0005293200,Order amount,1,24.99
14/11/2025 - 11:54:55,0005068400,Order amount refund,1,-29.99
14/11/2025 - 11:57:17,0005293200,Order amount,1,24.99
14/11/2025 - 12:00:44,0003177800,Order amount,1,56.99
14/11/2025 - 12:00:48,0005291900,Order amount,1,32.49
14/11/2025 - 12:02:46,0005442800,Order amount,1,32.99
14/11/2025 - 12:06:23,0001902800,Order amount,2,69.98
14/11/2025 - 12:06:59,0005287500,Order amount refund,1,-83.19
14/11/2025 - 12:07:09,0005435900,Order amount,1,29.99
14/11/2025 - 12:08:56,0001023300,Order amount,1,23.99
14/11/2025 - 12:14:24,0004880907,Order amount,1,82.50
14/11/2025 - 12:16:42,0000771306,Order amount refund,1,-799.99
14/11/2025 - 12:29:24,0005435300,Order amount,1,34.99
14/11/2025 - 12:30:05,0005293200,Order amount,1,23.75
14/11/2025 - 12:32:04,0005441900,Order amount,1,32.99
14/11/2025 - 12:34:42,0005270200,Order amount,1,39.99
14/11/2025 - 12:36:36,0005293100,Order amount,1,25.65
14/11/2025 - 12:37:04,0005465000,Order amount,1,49.99
14/11/2025 - 12:44:44,0005202600,Order amount,1,21.66
14/11/2025 - 12:46:28,0005448400,Order amount,1,49.99
14/11/2025 - 12:47:54,0005897006,Order amount,1,149.99
14/11/2025 - 12:48:09,0005292300,Order amount,1,32.49
14/11/2025 - 12:48:13,0005293000,Order amount,1,25.65
14/11/2025 - 12:54:08,0005450100,Order amount,1,17.10
14/11/2025 - 12:54:21,0005448400,Order amount,1,47.50
14/11/2025 - 12:55:49,0004508800,Order amount,1,34.99
14/11/2025 - 12:57:41,0005917400,Order amount,1,23.99
14/11/2025 - 12:57:57,0004888104,Order amount,1,109.25
14/11/2025 - 13:00:08,0005435500,Order amount,1,34.99
14/11/2025 - 13:02:45,0005432000,Order amount,1,29.99
14/11/2025 - 13:04:30,0005291900,Order amount,1,32.49
14/11/2025 - 13:13:32,0000072500,Order amount,1,33.25
14/11/2025 - 13:13:45,0005283406,Order amount,1,142.02
14/11/2025 - 13:16:11,0005385000,Order amount,1,28.50
14/11/2025 - 13:17:25,0005194908,Order amount,1,99.99
14/11/2025 - 13:21:15,0005291800,Order amount,1,29.25
14/11/2025 - 13:33:33,0005291800,Order amount,1,32.49
14/11/2025 - 13:33:33,0005293300,Order amount,1,26.99
14/11/2025 - 13:34:55,0005293500,Order amount,1,24.30
14/11/2025 - 13:35:36,0005435500,Order amount,1,34.99
14/11/2025 - 13:36:21,0005292600,Order amount,1,31.49
14/11/2025 - 13:37:37,0005463107,Order amount refund,1,-139.99
14/11/2025 - 13:37:50,0005348400,Order amount,1,84.99
14/11/2025 - 13:39:37,0004888106,Order amount refund,1,-114.99
14/11/2025 - 13:39:37,0004888107,Order amount refund,1,-114.99
14/11/2025 - 13:41:24,0005193706,Order amount refund,1,-84.99
14/11/2025 - 13:43:25,0005270300,Order amount,1,39.99
14/11/2025 - 13:43:30,0004888105,Order amount refund,1,-114.99
14/11/2025 - 13:43:30,0004890504,Order amount refund,1,-114.99
14/11/2025 - 13:45:06,0004899904,Order amount,1,149.99
14/11/2025 - 13:45:48,0005322107,Order amount refund,1,-126.36
14/11/2025 - 13:47:48,0005191304,Order amount refund,1,-82.87
14/11/2025 - 13:48:50,0005920100,Order amount,1,36.00
14/11/2025 - 13:50:09,0004983404,Order amount refund,1,-179.20
14/11/2025 - 13:52:03,0004417505,Order amount refund,1,-146.25
14/11/2025 - 13:52:19,0005293200,Order amount,1,24.99
14/11/2025 - 13:53:06,0005202600,Order amount,1,23.75
14/11/2025 - 13:53:06,0005449600,Order amount,1,17.10
14/11/2025 - 13:54:12,0005198904,Order amount refund,1,-145.86
14/11/2025 - 13:54:45,0005481100,Order amount,1,19.99
14/11/2025 - 13:56:56,0005305405,Order amount refund,1,-139.99
14/11/2025 - 13:57:16,0005449000,Order amount,1,23.49
14/11/2025 - 13:57:16,0005433000,Order amount,1,37.99
14/11/2025 - 13:58:50,0005190105,Order amount refund,1,-72.24
14/11/2025 - 14:03:06,0005288800,Order amount,1,13.99
14/11/2025 - 14:03:17,0003886004,Order amount refund,1,-109.99
14/11/2025 - 14:04:21,0005293200,Order amount,1,24.99
14/11/2025 - 14:06:58,0005917000,Order amount,1,23.99
14/11/2025 - 14:06:58,0005449000,Order amount,1,23.49
14/11/2025 - 14:07:09,0005193709,Order amount refund,1,-84.99
14/11/2025 - 14:12:49,0005196101,Order amount,1,95.00
14/11/2025 - 14:12:52,0005293500,Order amount,1,25.65
14/11/2025 - 14:14:36,0004372200,Order amount,1,29.99
14/11/2025 - 14:14:57,0005292000,Order amount,1,32.49
14/11/2025 - 14:18:38,0005481100,Order amount,1,19.99
14/11/2025 - 14:20:32,0001023300,Order amount,1,23.99
14/11/2025 - 14:21:15,0005916900,Order amount,1,19.00
14/11/2025 - 14:23:28,0005455310,Order amount refund,1,-144.99
14/11/2025 - 14:23:28,0005463110,Order amount refund,1,-139.99
14/11/2025 - 14:24:06,0004505500,Order amount,1,19.99
14/11/2025 - 14:25:32,0005432700,Order amount,1,35.62
14/11/2025 - 14:26:06,0005432700,Order amount,1,37.49
14/11/2025 - 14:26:23,0005824210,Order amount refund,1,-149.99
14/11/2025 - 14:26:23,0005262710,Order amount refund,1,-189.99
14/11/2025 - 14:29:59,0005293100,Order amount,1,26.99
14/11/2025 - 14:30:25,0005448400,Order amount,1,49.99
14/11/2025 - 14:31:50,0005291800,Order amount,1,30.87
14/11/2025 - 14:33:33,0005451407,Order amount refund,1,-112.12
14/11/2025 - 14:34:06,0005349300,Order amount,1,39.99
14/11/2025 - 14:34:51,0005376105,Order amount refund,1,-151.00
14/11/2025 - 14:35:10,0005449700,Order amount,1,17.99
14/11/2025 - 14:35:10,0005291900,Order amount,1,32.49
14/11/2025 - 14:37:27,0005198906,Order amount refund,1,-145.86
14/11/2025 - 14:40:47,0004718303,Order amount refund,1,-97.50
14/11/2025 - 14:41:19,0005203200,Order amount,1,24.99
14/11/2025 - 14:42:17,0005254605,Order amount refund,1,-195.00
14/11/2025 - 14:43:15,0005376102,Order amount,1,159.99
14/11/2025 - 14:45:53,0004857704,Order amount refund,1,-156.00
14/11/2025 - 14:45:54,0004857703,Order amount refund,1,-156.00
14/11/2025 - 14:51:18,0004968402,Order amount refund,1,-311.22
14/11/2025 - 14:53:07,0005238204,Order amount refund,1,-178.98
14/11/2025 - 14:54:14,0005449500,Order amount,1,23.49
14/11/2025 - 14:54:40,0005437800,Order amount,1,54.99
14/11/2025 - 14:55:39,0005291800,Order amount,1,32.49
14/11/2025 - 14:56:22,0004849307,Order amount,1,90.00
14/11/2025 - 15:07:19,0005270300,Order amount,1,36.00
14/11/2025 - 15:11:28,0005292600,Order amount,1,31.49
14/11/2025 - 15:16:42,0005465000,Order amount refund,1,-59.99
14/11/2025 - 15:18:52,0005308800,Order amount,1,32.49
14/11/2025 - 15:18:52,0005443100,Order amount,1,32.99
14/11/2025 - 15:19:09,0005270200,Order amount,1,39.99
14/11/2025 - 15:23:03,0005198909,Order amount,1,181.49
14/11/2025 - 15:23:22,0004897900,Order amount,1,12.99
14/11/2025 - 15:25:22,0000075900,Order amount,1,34.99
14/11/2025 - 15:25:22,0005385000,Order amount,1,29.99
14/11/2025 - 15:25:22,0005291800,Order amount,1,32.49
14/11/2025 - 15:30:18,0005437600,Order amount,1,54.99
14/11/2025 - 15:31:55,0005202700,Order amount refund,1,-27.99
14/11/2025 - 15:38:44,0005823600,Order amount,1,14.99
14/11/2025 - 15:39:06,0005293100,Order amount,1,26.99
14/11/2025 - 15:39:48,0005436000,Order amount,1,29.99
14/11/2025 - 15:45:44,0005310300,Order amount,1,27.99
14/11/2025 - 15:50:17,0005270300,Order amount,1,39.99
14/11/2025 - 15:50:17,0005293200,Order amount,1,24.99
14/11/2025 - 15:52:25,0004505500,Order amount,1,19.99
14/11/2025 - 15:59:24,0004597100,Order amount,1,59.99
14/11/2025 - 15:59:27,0005296800,Order amount,1,31.49
14/11/2025 - 16:03:07,0004351406,Order amount,1,134.99
14/11/2025 - 16:06:14,0005449000,Order amount,1,23.49
14/11/2025 - 16:07:01,0005266300,Order amount,1,22.80
14/11/2025 - 16:07:26,0005917100,Order amount,1,22.80
14/11/2025 - 16:09:52,0005292400,Order amount,1,31.49
14/11/2025 - 16:13:15,0005916600,Order amount,1,19.99
14/11/2025 - 16:19:38,0005293200,Order amount,1,23.75
14/11/2025 - 16:21:48,0005293100,Order amount,1,26.99
14/11/2025 - 16:22:24,0005190103,Order amount refund,1,-84.99
14/11/2025 - 16:22:52,0005496405,Order amount,1,149.99
14/11/2025 - 16:23:18,0004593100,Order amount refund,1,-44.99
14/11/2025 - 16:24:44,0005190104,Order amount refund,1,-84.99
14/11/2025 - 16:26:01,0005292600,Order amount,1,31.49
14/11/2025 - 16:28:43,0004235104,Order amount refund,1,-169.99
14/11/2025 - 16:28:44,0004235105,Order amount refund,1,-169.99
14/11/2025 - 16:28:44,0004304807,Order amount,1,104.50
14/11/2025 - 16:32:43,0005443400,Order amount,1,40.85
14/11/2025 - 16:37:06,0005293000,Order amount,1,25.65
14/11/2025 - 16:39:59,0005915600,Order amount,1,19.99
14/11/2025 - 16:43:11,0005292400,Order amount,1,31.49
14/11/2025 - 16:43:17,0005291800,Order amount,2,64.98
14/11/2025 - 16:43:50,0005203300,Order amount,1,24.99
14/11/2025 - 16:43:50,0004934100,Order amount,1,34.99
14/11/2025 - 16:44:50,0005916800,Order amount,1,19.99
14/11/2025 - 16:49:33,0005291800,Order amount,1,32.49
14/11/2025 - 16:54:59,0005292400,Order amount,1,31.49
14/11/2025 - 16:55:42,0005449500,Order amount,1,23.49
14/11/2025 - 17:02:53,0005291900,Order amount,1,32.49
14/11/2025 - 17:06:50,0005435900,Order amount,1,29.99
